Country,Rank,Index,Name Group,Localized Name,Romanized Name,Count,Percent
Japan,30,30,JP-30,小川,Ogawa,410000,
Japan,31,31,JP-31,石井,Ishii,400000,
Japan,32,32,JP-32,長谷川,Hasegawa,390000,
Japan,33,33,JP-33,後藤,Gotō,390000,
Japan,34,34,JP-34,岡田,Okada,380000,
Japan,35,35,JP-35,近藤,Kondō,370000,
Japan,36,36,JP-36,前田,Maeda,370000,
Japan,37,37,JP-37,藤田,Fujita,370000,
Japan,38,38,JP-38,遠藤,Endō,360000,
Japan,39,39,JP-39,青木,Aoki,350000,
Japan,40,40,JP-40,坂本,Sakamoto,350000,
Japan,41,41,JP-41,村上,Murakami,340000,
Japan,42,42,JP-42,太田,Ōta,320000,
Japan,43,43,JP-43,金子,Kaneko,310000,
Japan,44,44,JP-44,藤井,Fujii,310000,
Japan,45,45,JP-45,福田,Fukuda,300000,
Japan,46,46,JP-46,西村,Nishimura,300000,
Japan,47,47,JP-47,三浦,Miura,300000,
Japan,48,48,JP-48,竹内,Takeuchi,290000,
Japan,49,49,JP-49,中川,Nakagawa,290000,
Japan,50,50,JP-50,岡本,Okamoto,290000,
Japan,51,51,JP-51,松田,Matsuda,290000,
Japan,52,52,JP-52,原田,Harada,290000,
Japan,53,53,JP-53,中野,Nakano,290000,
Japan,54,54,JP-54,小野,Ono,280000,
Japan,55,55,JP-55,田村,Tamura,280000,
Japan,56,56,JP-56,藤原,Fujiwara,270000,
Japan,56,56,JP-56,藤原,Fujihara,270000,
Japan,57,57,JP-57,中山,Nakayama,270000,
Japan,58,58,JP-58,石田,Ishida,270000,
Japan,59,59,JP-59,小島,Kojima,260000,
Japan,60,60,JP-60,和田,Wada,260000,
Japan,61,61,JP-61,森田,Morita,250000,
Japan,62,62,JP-62,内田,Uchida,250000,
Japan,63,63,JP-63,柴田,Shibata,250000,
Japan,64,64,JP-64,酒井,Sakai,240000,
Japan,65,65,JP-65,原,Hara,240000,
Japan,66,66,JP-66,高木,Takagi,240000,
Japan,66,66,JP-66,高木,Takaki,240000,
Japan,67,67,JP-67,横山,Yokoyama,240000,
Japan,68,68,JP-68,安藤,Andō,240000,
Japan,69,69,JP-69,宮崎,Miyazaki,240000,
Japan,69,69,JP-69,宮崎,Miyasaki,240000,
Japan,70,70,JP-70,上田,Ueda,240000,
Japan,70,70,JP-70,上田,Ueta,240000,
Japan,71,71,JP-71,島田,Shimada,230000,
Japan,72,72,JP-72,工藤,Kudō,230000,
Japan,73,73,JP-73,大野,Ōno,220000,
Japan,74,74,JP-74,宮本,Miyamoto,220000,
Japan,75,75,JP-75,杉山,Sugiyama,220000,
Japan,76,76,JP-76,今井,Imai,220000,
Japan,77,77,JP-77,丸山,Maruyama,210000,
Japan,78,78,JP-78,増田,Masuda,210000,
Japan,79,79,JP-79,高田,Takada,210000,
Japan,79,79,JP-79,高田,Takata,210000,
Japan,80,80,JP-80,村田,Murata,210000,
Japan,81,81,JP-81,平野,Hirano,210000,
Japan,82,82,JP-82,大塚,Ōtsuka,210000,
Japan,83,83,JP-83,菅原,Sugawara,210000,
Japan,83,83,JP-83,菅原,Sugahara,210000,
Japan,84,84,JP-84,武田,Takeda,200000,
Japan,84,84,JP-84,武田,Taketa,200000,
Japan,85,85,JP-85,新井,Arai,200000,
Japan,86,86,JP-86,小山,Koyama,200000,
Japan,86,86,JP-86,小山,Oyama,200000,
Japan,87,87,JP-87,野口,Noguchi,200000,
Japan,88,88,JP-88,桜井,Sakurai,200000,
Japan,89,89,JP-89,千葉,Chiba,200000,
Japan,90,90,JP-90,岩崎,Iwasaki,200000,
Japan,91,91,JP-91,佐野,Sano,200000,
Japan,92,92,JP-92,谷口,Taniguchi,200000,
Japan,93,93,JP-93,上野,Ueno,200000,
Japan,94,94,JP-94,松井,Matsui,190000,
Japan,95,95,JP-95,河野,Kōno,190000,
Japan,95,95,JP-95,河野,Kawano,190000,
Japan,96,96,JP-96,市川,Ichikawa,190000,
Japan,97,97,JP-97,渡部,Watanabe,190000,
Japan,97,97,JP-97,渡部,Watabe,190000,
Japan,98,98,JP-98,野村,Nomura,180000,
Japan,99,99,JP-99,菊地,Kikuchi,180000,
Japan,100,100,JP-100,木下,Kinoshita,180000,
Russian Federation,1,1,RU-1,Смирно́в,Smirnov,2308740,0.0161
Russian Federation,2,2,RU-2,Ивано́в,Ivanov,1864200,0.0130
Russian Federation,3,3,RU-3,Кузнецо́в,Kuznetsov,1290600,0.0090
Russian Federation,4,4,RU-4,Попо́в,Popov,1132860,0.0079
Russian Federation,5,5,RU-5,Соколо́в,Sokolov,1046820,0.0073
Russian Federation,6,6,RU-6,Ле́бедев,Lebedev,932100,0.0065
Russian Federation,7,7,RU-7,Козло́в,Kozlov,831720,0.0058
Russian Federation,8,8,RU-8,Но́виков,Novikov,774360,0.0054
Russian Federation,9,9,RU-9,Моро́зов,Morozov,760020,0.0053
Russian Federation,10,10,RU-10,Петро́в,Petrov,630960,0.0044
Russian Federation,11,11,RU-11,Во́лков,Volkov,630960,0.0044
Russian Federation,12,12,RU-12,Соловьёв,Solovyov,630960,0.0044
Russian Federation,13,13,RU-13,Васи́льев,Vasilyev,602280,0.0042
Russian Federation,14,14,RU-14,За́йцев,Zaytsev,587940,0.0041
Russian Federation,15,15,RU-15,Па́влов,Pavlov,559260,0.0039
Russian Federation,16,16,RU-16,Семёнов,Semyonov,501900,0.0035
Russian Federation,17,17,RU-17,Го́лубев,Golubev,458880,0.0032
Russian Federation,18,18,RU-18,Виногра́дов,Vinogradov,458880,0.0032
Russian Federation,19,19,RU-19,Богда́нов,Bogdanov,444540,0.0031
Russian Federation,20,20,RU-20,Воробьёв,Vorobyov,430200,0.0030
Austria,1,1,AT-1,Gruber,Gruber,35743,0.0040
Austria,2,2,AT-2,Huber,Huber,34686,0.0039
Austria,3,3,AT-3,Bauer,Bauer,30208,0.0034
Austria,4,4,AT-4,Wagner,Wagner,27763,0.0031
Austria,5,5,AT-5,Müller,Müller,26975,0.0030
Austria,6,6,AT-6,Pichler,Pichler,24655,0.0028
Austria,7,7,AT-7,Steiner,Steiner,24297,0.0027
Austria,8,8,AT-8,Moser,Moser,23948,0.0027
Austria,9,9,AT-9,Mayer,Mayer,23760,0.0027
Austria,10,10,AT-10,Hofer,Hofer,22201,0.0025
Austria,11,11,AT-11,Leitner,Leitner,21754,0.0024
Austria,12,12,AT-12,Berger,Berger,21342,0.0024
Austria,13,13,AT-13,Fuchs,Fuchs,20151,0.0023
Austria,14,14,AT-14,Eder,Eder,19201,0.0021
Austria,15,15,AT-15,Fischer,Fischer,19174,0.0021
Austria,16,16,AT-16,Schmid,Schmid,18941,0.0021
Austria,17,17,AT-17,Winkler,Winkler,18046,0.0020
Austria,18,18,AT-18,Weber,Weber,17867,0.0020
Austria,19,19,AT-19,Schwarz,Schwarz,17562,0.0020
Austria,20,20,AT-20,Maier,Maier,17428,0.0019
Austria,21,21,AT-21,Schneider,Schneider,17150,0.0019
Austria,22,22,AT-22,Reiter,Reiter,16031,0.0018
Austria,23,23,AT-23,Mayr,Mayr,15681,0.0018
Austria,24,24,AT-24,Schmidt,Schmidt,15583,0.0017
Austria,25,25,AT-25,Wimmer,Wimmer,14580,0.0016
Austria,26,26,AT-26,Egger,Egger,14419,0.0016
Austria,27,27,AT-27,Brunner,Brunner,14347,0.0016
Austria,28,28,AT-28,Lang,Lang,14320,0.0016
Austria,29,29,AT-29,Baumgartner,Baumgartner,14204,0.0016
Austria,30,30,AT-30,Auer,Auer,13926,0.0016
Austria,31,31,AT-31,Binder,Binder,13057,0.0015
Austria,32,32,AT-32,Lechner,Lechner,12851,0.0014
Austria,33,33,AT-33,Wolf,Wolf,12493,0.0014
Austria,34,34,AT-34,Wallner,Wallner,12484,0.0014
Austria,35,35,AT-35,Aigner,Aigner,12413,0.0014
Austria,36,36,AT-36,Ebner,Ebner,12018,0.0013
Austria,37,37,AT-37,Koller,Koller,11651,0.0013
Austria,38,38,AT-38,Lehner,Lehner,11356,0.0013
Austria,39,39,AT-39,Haas,Haas,11293,0.0013
Austria,40,40,AT-40,Schuster,Schuster,10460,0.0012
Austria,41,41,AT-41,Heilig,Heilig,10397,0.0012
Belgium,1,1,BE-1,Peeters,Peeters,31079,
Belgium,2,2,BE-2,Janssens,Janssens,28532,
Belgium,3,3,BE-3,Maes,Maes,24594,
Belgium,4,4,BE-4,Jacobs,Jacobs,19077,
Belgium,5,5,BE-5,Mertens,Mertens,17906,
Belgium,6,6,BE-6,Willems,Willems,17747,
Belgium,7,7,BE-7,Claes,Claes,15798,
Belgium,8,8,BE-8,Goossens,Goossens,15269,
Belgium,9,9,BE-9,Wouters,Wouters,14999,
Belgium,10,10,BE-10,De Smet,De Smet,13484,
Belgium,13,11,BE-11,Dubois,Dubois,12387,
Belgium,17,12,BE-12,Lambert,Lambert,11232,
Belgium,21,13,BE-13,Dupont,Dupont,9795,
Belgium,31,14,BE-14,Martin,Martin,8677,
Belgium,36,15,BE-15,Diallo,Diallo,8159,
Belgium,37,16,BE-16,Simon,Simon,7533,
Belgium,40,17,BE-17,Dumont,Dumont,7389,
Belgium,45,18,BE-18,Leclercq,Leclercq,7117,
Belgium,47,19,BE-19,Laurent,Laurent,6785,
Belgium,50,20,BE-20,Denis,Denis,6636,
Belgium,59,21,BE-21,Lejeune,Lejeune,6246,
Belgium,119,22,BE-22,Bah,Bah,4516,
Belgium,234,23,BE-23,Barry,Barry,3332,
Belgium,318,24,BE-24,Nguyen,Nguyen,2736,
Belgium,451,25,BE-25,Sow,Sow,2132,
Belgium,956,26,BE-26,Benali,Benali,1267,
Czechia,1,1,CZ-1,Novák,Novák,69726,
Czechia,1,1,CZ-1,Nováková,Nováková,69726,
Czechia,2,2,CZ-2,Svoboda,Svoboda,51861,
Czechia,2,2,CZ-2,Svobodová,Svobodová,51861,
Czechia,3,3,CZ-3,Novotný,Novotný,49648,
Czechia,3,3,CZ-3,Novotná,Novotná,49648,
Czechia,4,4,CZ-4,Dvořák,Dvořák,45744,
Czechia,4,4,CZ-4,Dvořáková,Dvořáková,45744,
Czechia,5,5,CZ-5,Černý,Černý,36317,
Czechia,5,5,CZ-5,Černá,Černá,36317,
Czechia,6,6,CZ-6,Procházka,Procházka,32891,
Czechia,6,6,CZ-6,Procházková,Procházková,32891,
Czechia,7,7,CZ-7,Kučera,Kučera,30876,
Czechia,7,7,CZ-7,Kučerová,Kučerová,30876,
Czechia,8,8,CZ-8,Veselý,Veselý,26376,
Czechia,8,8,CZ-8,Veselá,Veselá,26376,
Czechia,9,9,CZ-9,Horák,Horák,24961,
Czechia,9,9,CZ-9,Horáková,Horáková,24961,
Czechia,10,10,CZ-10,Němec,Němec,22755,
Czechia,10,10,CZ-10,Němcová,Němcová,22755,
France,1,1,FR-1,Martin,Martin,235846,
France,2,2,FR-2,Bernard,Bernard,105132,
France,3,3,FR-3,Dubois,Dubois,95998,
France,4,4,FR-4,Thomas,Thomas,95387,
France,5,5,FR-5,Robert,Robert,91393,
France,6,6,FR-6,Richard,Richard,90689,
France,7,7,FR-7,Petit,Petit,88318,
France,8,8,FR-8,Durand,Durand,84252,
France,9,9,FR-9,Leroy,Leroy,78868,
France,10,10,FR-10,Moreau,Moreau,78177,
France,11,11,FR-11,Simon,Simon,76655,
France,12,12,FR-12,Laurent,Laurent,75307,
France,13,13,FR-13,Lefebvre,Lefebvre,74564,
France,14,14,FR-14,Michel,Michel,74318,
France,15,15,FR-15,Garcia,Garcia,68720,
France,16,16,FR-16,David,David,61762,
France,17,17,FR-17,Bertrand,Bertrand,59817,
France,18,18,FR-18,Roux,Roux,59440,
France,19,19,FR-19,Vincent,Vincent,57351,
France,20,20,FR-20,Fournier,Fournier,57047,
France,21,21,FR-21,Morel,Morel,56760,
France,22,22,FR-22,Girard,Girard,55642,
France,23,23,FR-23,André,André,55228,
France,24,24,FR-24,Lefèvre,Lefèvre,53670,
France,25,25,FR-25,Mercier,Mercier,53622,
France,26,26,FR-26,Dupont,Dupont,53405,
France,27,27,FR-27,Lambert,Lambert,51543,
France,28,28,FR-28,Bonnet,Bonnet,50999,
France,29,29,FR-29,François,François,50612,
France,30,30,FR-30,Martinez,Martinez,49762,
Germany,1,1,DE-1,Müller,Müller,790400,0.0095
Germany,2,2,DE-2,Schmidt,Schmidt,574080,0.0069
Germany,3,3,DE-3,Schneider,Schneider,332800,0.0040
Germany,4,4,DE-4,Fischer,Fischer,291200,0.0035
Germany,5,5,DE-5,Meyer,Meyer,274560,0.0033
Germany,6,6,DE-6,Weber,Weber,249600,0.0030
Germany,7,7,DE-7,Wagner,Wagner,224640,0.0027
Germany,8,8,DE-8,Schulz,Schulz,224640,0.0027
Germany,9,9,DE-9,Becker,Becker,224640,0.0027
Germany,10,10,DE-10,Hoffmann,Hoffmann,216320,0.0026
Hungary,1,1,HU-1,Nagy,Nagy,,
Hungary,2,2,HU-2,Kovács,Kovács,,
Hungary,3,3,HU-3,Tóth,Tóth,,
Hungary,4,4,HU-4,Szabó,Szabó,,
Hungary,5,5,HU-5,Horváth,Horváth,,
Hungary,6,6,HU-6,Varga,Varga,,
Hungary,7,7,HU-7,Kiss,Kiss,,
Hungary,8,8,HU-8,Molnár,Molnár,,
Hungary,9,9,HU-9,Németh,Németh,,
Hungary,10,10,HU-10,Farkas,Farkas,,
Hungary,11,11,HU-11,Balogh,Balogh,,
Hungary,12,12,HU-12,Papp,Papp,,
Hungary,13,13,HU-13,Lakatos,Lakatos,,
Hungary,14,14,HU-14,Takács,Takács,,
Hungary,15,15,HU-15,Juhász,Juhász,,
Hungary,16,16,HU-16,Mészáros,Mészáros,,
Hungary,17,17,HU-17,Oláh,Oláh,,
Hungary,18,18,HU-18,Simon,Simon,,
Hungary,19,19,HU-19,Rácz,Rácz,,
Hungary,20,20,HU-20,Fekete,Fekete,,
Hungary,21,21,HU-21,Szilágyi,Szilágyi,,
Hungary,22,22,HU-22,Török,Török,,
Hungary,23,23,HU-23,Fehér,Fehér,,
